,labels,text,clf
4343,O O O O O O O O O B_ORG O B_ORG I_ORG O B_LOC O B_LOC O O O O O O O O,""", - сказал он.И.Шувалов отметил, что для успешного функционирования ЕврАзЭС и Таможенного союза РФ, Белоруссии и Казахстана ""заключено порядка 105 соглашений, нормы которых часто перекликаются"".",
4344,O O O O O O O O O O O O O O,"В связи с этим, по словам первого вице-премьера, необходима кодификация и систематизация нормативно-правовой базы.",
4345,O O O O O O O,"""Эту работы мы начнем в апреле 2011г.",
4346,O O O O,""", - сказал он.",
4347,O O O O O O,"И.Шувалов выразил надежду, что в 2012г.",
4348,O O O O O O O O O O O O O O O O O,"будет сформирован новый договор, который объединит и систематизирует нормативно-правовую базу ЕЭП.Он напомнил, что с 1 июля 2011г.",
4349,O O O O O O O O O,контрольные функции на российско-казахстанской границе выходят на внешний контур.,
4350,O O O O O O O B_ORG I_ORG O O,"По его словам, все основные этапы формирования Таможенного союза уже завершены.",
4351,O O O O O O O O O O,"""Фактически, мы этот механизм в целом запустили"", - сказал он.",
4352,O O O O O O O O,"Также он напомнил, что ЕЭП 1 января 2012г.",
4353,O O O B_ORG I_ORG B_ORG I_ORG I_ORG O O B_ORG O O O O O O B_LOC O O O O O I_ORG O O O B_LOC O B_LOC O O O O O O O O,"начнет функционировать.Отметим, заседание Межгосударственного совета Евразийского экономического сообщества (высшего органа Таможенного союза) на уровне глав правительств в Минске проходило 15 марта 2011г.Создание Единого экономического пространства для России, Белоруссии и Казахстана призвано ускорить интеграцию экономик и бизнеса трех стран.",
4354,O O O O O O O O O O O O O O O O O,"С образованием ЕЭП на их территории создается рынок со свободным движением товаров, капитала, рабочей силы и услуг.",
4355,O B_LOC O B_LOC O O O B_LOC O B_LOC B_PER I_PER O O O,Посол России в Ливии отправлен в отставкуПосол России в Ливии Владимир Чамов отправлен в отставку.,
4356,O O O B_ORG O O O O O O O B_LOC,Об этом сообщает ИТАР-ТАСС со ссылкой на источник в администрации президента РФ.,
4357,O O O O O O O O O B_PER O O O O O O B_ORG I_ORG B_ORG O O O O O O O O B_LOC,"Источник отказался комментировать такое решение.Газета ""Московские новости"" уточняет, что Чамова уволили за несколько часов до голосования Совета безопасности ООН по резолюции, которая предусматривает возможность военной операции в Ливии.",
4358,O O O O O O O O O O O O O O I_PER O O O O O O O B_LOC O O O B_ORG B_ORG O O O O O O O O O B_PER O O O O O O O O O O O O B_LOC,"Это голосование состоялось в ночь на 18 марта по московскому времени.Источник газеты отметил, что Чамов был некомпетентен и ""неадекватно представлял себе интересы России в ливийском конфликте"".Резолюция Совбеза ООН содержит требование полного прекращения огня со стороны войск, лояльных Муаммару Каддафи, а также со стороны его противников, которые создали альтернативное правительство в Бенгази.",
4359,O O O O O O O O O O O O O,"Для обеспечения этого требования резолюция разрешает принимать военные меры, за исключением наземного вторжения.",
4360,O O O O B_ORG O B_LOC O O O O O O O O O O O O O O B_LOC O B_LOC,"В соответствии с решением Совбеза над Ливией создается зона, запретная для полетов ливийской авиации.Резолюция была принята голосами 10 стран, включая США, Великобританию и Францию.",
4361,B_LOC O O O,Россия при голосовании воздержалась.,
4362,O O O B_LOC O O O O O O B_PER I_PER O O O O O O O O O O O O B_ORG O O O O O O O O O B_ORG O O O O O O O,"Оппозиция обвинила президента Египта в государственном переворотеЕгипетская оппозиция обвинила президента Мохаммеда Мурси в государственном перевороте и призвала жителей страны к массовым акциям протеста, сообщает Agence France-Presse.Таким образом представители оппозиции отреагировали на внесение изменений в Конституционную декларацию страны, которые значительно расширяют полномочия президента.",
4363,O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG O O O O O O O,"Изменения, о которых было объявлено в четверг, 22 ноября, дают президенту исключительные полномочия для ""защиты революции"", а также лишают судебные органы права распускать верхнюю палату парламента и Конституционную комиссию, занимающуюся разработкой нового основного закона страны.",
4364,O O O B_ORG O O O O O O O O O O I_PER O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O,"Кроме того, в Конституционную декларацию внесено положение, согласно которому любые законы и указы, подписанные Мурси с момента вступления на пост президента, не могут быть обжалованы или отменены.Также вводится новый порядок назначения генпрокурора Египта - теперь он назначается указом президента на четырехлетний срок.",
4365,I_PER O O O O O O O B_PER I_PER,Мурси уже назначил нового генпрокурора - им стал Талгат Ибрахим.,
4366,O O O I_PER O B_PER O O O O O O B_PER O O O O O O O O O O O O O O O O O O O O O O B_PER O O O O O O O O O B_ORG O O O O O O O O O O O B_PER I_PER O O O B_ORG I_ORG I_ORG B_PER O O O O O O O O O I_PER O O O O O O O O O O O O,"На посту генпрокурора Ибрахим сменил Абдельмагида Махмуда, назначенного при предыдущем президенте - Хосни Мубараке.В Конституционной декларации также появилось положение о возобновлении расследования преступлений, совершенных властями против участников демонстраций, приведших в начале 2011 года к свержению Хосни Мубарака.После того, как было объявлено о внесении изменений в Конституционную декларацию, лидеры египетской оппозиции, в том числе экс-глава МАГАТЭ, нобелевский лауреат Мохамед эль-Барадей и бывший глава Лиги арабских государств Амр Муса, провели совместную пресс-конференцию, на которой, в частности, обвинили Мурси в попытке устроить госпереворот и ""монополизировать все три ветви власти в стране"".",
4367,O O O O O O O O O B_LOC O O O O O O O O O O B_ORG O O O O O O O O O O O O O B_PER O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG B_LOC O B_LOC,"Лидеры оппозиции также выступили с призывом ко всем жителям Египта провести в пятницу ""акции протеста на всех площадях страны"".Внесенные в Конституционную декларацию изменения, расширяющие полномочия Мурси, представители оппозиции рассматривают как угрозу демократическому движению, свергшему Хосни Мубарака, и указывают на опасность дальнейшего усиления влияния в стране исламистов.Сторонники Мурси, в свою очередь, устроили вечером 22 ноября демонстрацию в поддержку президента у здания Верховного суда Египта в Каире.",
4368,O O O B_ORG O O O O O O O O O O O O O O O O O I_PER O O O O O O O B_LOC O O B_PER I_PER,"На площади перед Верховным судом, сообщили с места события корреспонденты AFP, собрались несколько тысяч человек, которые скандировали лозунги в поддержку Мурси.Мохаммед Мурси стал победителем первых президентских выборов, проведенных в Египте после свержения Хосни Мубарака.",
4369,O O O O O O I_PER O O O O O O O,"На выборах, прошедших летом 2012 года, Мурси выступал в качестве кандидата от движения ""Братья-мусульмане"".",
4370,O O O O I_PER O O O B_ORG O O O O B_ORG I_ORG O O O B_LOC O O I_PER,"В августе 2012 года Мурси внес изменения в Конституционную декларацию, отстраняющие от власти Высший военный совет, правивший в Египте после свержения Мубарака.",
4371,O O O O O O O O O O O O O O O O O O O O O B_LOC B_PER I_PER,"А.Сердюков покинул пост главы набсовета ""Ростехнологий""А.Сердюков покинул пост главы набсовета ""Ростехнологий""Новым председателем наблюдательного совета госкорпорации ""Ростехнологии"" стал министр промышленности и торговли РФ Денис Мантуров.",
4372,O O O O O O B_LOC B_PER O O O O O O O B_ORG B_PER I_PER,Об этом говорится в указе президента России Владимира Путина.Он сменил на этом посту бывшего главу Минобороны Анатолия Сердюкова.,
4373,O O O O O O O O O O O O O O O O B_PER O O O O O O B_PER O B_PER I_PER O B_PER O O O O O O O O O O B_PER O O O B_LOC O O O O O B_PER O O O O O B_LOC B_PER I_PER O O O O O O B_LOC B_PER O O O O O O O O O O O O O O O O B_ORG O O O O O O,"Тем временем ожидалось, что кресло в совете отправленного в отставку А.Сердюкова займет новый глава оборонного ведомства Сергей Шойгу.Кроме того, из состава набсовета вышли Сергей Комиссаров, Эльвира Набиуллина и Сергей Приходько.Новыми членами наблюдательно совета ""Ростехнологий"" назначены заместитель министра экономического развития Андрей Клепач, помощник президента РФ - начальник государственно-правового управления президента Лариса Брынчева, первый замруководителя аппарата правительства РФ Александра Левицкая и заместитель начальника экспертного управления президента РФ Людмила Тяжельникова.А.Сердюков занимал пост председателя наблюдательного совета ""Ростехнологий"" с 2007г.Напомним, А.Сердюков ушел в отставку с поста главы Минобороны 6 ноября после громкого коррупционного скандала.",
4374,O O O O B_ORG O O O O O O O O O O O O O O O O O O B_ORG O O O O O O,"Главное военное следственное управление СКР возбудило сразу пять уголовных дел в связи с мошенничеством при реализации недвижимости, земельных участков и акций, принадлежащих подконтрольной Минобороны компании ""Оборонсервис"".В.Путин пояснил причины отставки А.Сердюкова.",
4375,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"По его словам, это кадровое решение было вызвано неспособностью бывшего министра ""справляться с управлением собственностью министерства"".Ранее источник в ""Ростехнологиях"" сообщал, что А.Сердюков уже получил в госкорпорации высокий пост и скоро приступит в работе.",
4376,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Однако потом пресс-служба компании опровергла эту информацию, заявив, что ""каких-либо документов или иных официальных указаний, регламентирующих статус А.Сердюкова как советника генерального директора или сотрудника госкорпорации ""Ростехнологии"", в настоящий момент не существует"".",
4377,B_ORG O B_PER I_PER O O I_ORG I_ORG O O O O O O O O,"Мособлдума позволила Андрею Воробьеву возглавить правительствоМосковская областная дума совместила посты губернатора и главы правительства, сообщает ""Интерфакс"".",
4378,O O O O O O O O O O O O B_PER O O O B_LOC B_PER I_PER O O O O O O O O,"Таким образом, поправки в устав, принятые накануне вступления в должность прежнего губернатора Сергея Шойгу, отменены.Временный глава Подмосковья Андрей Воробьев 15 ноября попросил депутатов позволить ему возглавить правительство.",
4379,O O O O O O O O O O O O O O O O O O O O O O,"""Я хотел бы предложить внести изменения в устав, которые позволили бы мне взять ответственность за управление регионом на себя"", - заявлял он.",
4380,O O O O O O O O O O O O O O O O O O O O O O O O B_PER I_PER,"Сам он не мог выступить с законодательной инициативой, поэтому законопроект внес один из депутатов.Должности подмосковного губернатора и главы правительства были разделены специально перед назначением Сергея Шойгу.",
4381,O O O O O O O O O O O O O O O O O O O O,"Единоросы объясняли необходимость такой меры тем, что губернатору следует сосредоточиться на привлечении инвестиций, а не на проведении регулярных заседаний правительства.",
4382,O O O B_PER O I_PER O O O O O O O O O,Кабинет министров возглавлял Андрей Шаров.Андрей Воробьев был назначен исполняющим обязанности подмосковного губернатора в начале ноября.,
4383,B_PER I_PER O O O O O O O B_LOC B_PER I_PER O O O O O B_LOC I_LOC O O O O O,"Сергей Шойгу покинул пост главы Подмосковья, так как президент РФ Владимир Путин назначил его министром обороны.Выборы губернатора Московской области состоятся в сентябре 2013 года.",
4384,B_PER O O O O O O O O O O O B_ORG O B_PER I_PER,"Янукович официально уволил чиновников, избранных в парламент Украины21:54 22/11/2012КИЕВ, 22 ноя - РИА Новости, Людмила Лысенко.",
4385,O B_LOC B_PER B_PER O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O B_ORG I_ORG O O O O O,"Президент Украины Виктор Янукович официально уволил ряд должностных лиц в связи с их избранием народными депутатами, соответствующие указы размещены на сайте президента в четверг.Парламентские выборы прошли в Украине 28 октября, новый состав Верховной рады планирует собраться в середине декабря.",
4386,O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG B_PER I_PER O B_ORG I_ORG I_ORG B_PER I_PER,"Согласно конституции Украины, народные депутаты не могут состоять на государственной службе.В частности, своим указом президент уволил глав Государственной таможенной службы Игоря Калетника и Государственного агентства резерва Алексея Лелюка.",
4387,B_PER O O O O O O O B_LOC B_PER O O O O O O O O O O B_ORG I_ORG I_ORG O O B_PER I_PER O B_ORG I_ORG I_ORG O B_LOC O B_PER I_PER,"Янукович также уволил замсекретаря совета нацбезопасности и обороны Украины Нестора Шуфрича.Кроме того, в связи с избранием в депутаты уволены главы Деснянской районной администрации (в Киеве) Виктор Жеребнюк и Змиевской районной администрации (в Харьковской области) Евгений Мураев.",
4388,O O I_ORG O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O I_ORG I_ORG O O O O O O O O O O O B_ORG I_ORG B_PER I_PER O O O,"Вотум недоверия(""Свободные новости плюс"", Белоруссия)Плюшевый десант23/11/201214:38Когда перестают верить всем, это и есть обреченность.Из кинофильма «Майор Вихрь».Если недавняя отставка руководства спортивной отрасли или высших офицеров Министерства обороны и пограничного комитета (за «плюшевый десант») ожидалась и прогнозировалась, то снятие с должности председателя Комитета госбезопасности Вадима Зайцева стало полной неожиданностью.",
4389,O O O O O O O O O O O O O O B_ORG B_PER O O O O O,"Из скупых официальных сообщений следует, что непосредственным поводом для высочайшего гнева стало самоубийство подполковника КГБ Александра Казака.Эта трагедия случилась месяц назад.",
4390,O O O O B_ORG I_ORG O O O O O O O O O,"Важно отметить, что пресс-служба Комитета госбезопасности повела себя в привычном для белорусских органов власти стиле.",
4391,O O O,Она все отрицала.,
4392,O O O O O O O O O O,"Произошло точно так же, как в случае с «плюшевым десантом».",
4393,O O O O O O O O O O O O O O O B_ORG O O O O,"Сначала официальные органы отрицали сам факт появления шведского самолета в белорусском небе, называли информацию независимых СМИ об этом событии фальсификацией.",
4394,O O O O O O O O O O O O O O O O O O I_PER O O,"Через три недели президент признал факт и устроил «разбор полетов».Белорусские эксперты уже отметили, что официальное объяснение причин отставки Зайцева несколько натянутое.",
4395,O O O O O O O O O O O O O,Из-за самоубийства подполковника у нас не увольняют руководителя одного из ведущих силовых ведомств.,
4396,O O O O O O O O O O O O B_ORG O O O O O O,"Даже после прошлогоднего теракта в минском метро, имевшего огромный общественный резонанс, глава КГБ не был отстранен от своей должности.",
4397,O O O O O O O B_ORG O O O O O O O O O O O O O O I_PER O O O O O I_PER,"А ведь предотвращение терактов — непосредственная задача Комитета госбезопасности.Читайте также: Главная битва будет после ЛукашенкоПоэтому есть серьезные основания считать, что самоубийство подполковника Казака стало лишь поводом для отставки Зайцева.",
4398,O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O,"Секретарь Совета безопасности Мальцев, временно назначенный исполняющим обязанности председателя КГБ, признал, что кроме этого трагического инцидента «есть и ряд других вопросов, которые требуют тщательного расследования».",
4399,O O O O O O O O B_PER O O O O O O O O O O O O O O O O O O O O O,"И во время недавней разборки со спортивным ведомством Лукашенко упрекнул Зайцева, который по совместительству возглавляет федерацию биатлона, что в лыжно-биатлонной базе «Заячья поляна» вместо тренировок детей проходят «разные попойки-пьянки» генералов.",
4400,O O O O O O O O O O O O O O O O O O O B_ORG,"И поручил разобраться.По всему видно, что уже за какое-то время у президента накопился негатив по отношению к отстраненному председателю КГБ.",
4401,O O O O O O O O,И самоубийство сотрудника ведомства стало лишь удобным предлогом.,
4402,O O O B_PER,Это фирменный стиль Лукашенко.,
4403,O O O O O O O O O O O O B_ORG I_ORG I_ORG B_PER,"Совсем недавно, используя скандал со шведским самолетом, президент отправил в отставку председателя Государственного пограничного комитета Рачковского.",
4404,O O O O O O O I_ORG O O O O O O O,"Хотя главная вина за провал системы противовоздушной обороны лежит не на пограничниках, а на военных.",
4405,O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O B_PER O O O O O O O O B_ORG,"А в 2008 году из-за взрыва во время празднования Дня независимости попал в опалу секретарь Совета безопасности Шейман, хотя, скорее, напрашивалась отставка главы МВД.Из информации об итогах совещания у президента в пятницу следует, что Лукашенко выразил недоверие не только Зайцеву, а всему руководству КГБ.",
4406,O I_ORG O O O O O O,Сотрудники комитета отстранены от расследования дела о самоубийстве.,
4407,O O B_ORG I_ORG O B_ORG O O O O O O O O O O O O O O O O O O O O O O O O O,"Оно поручено Генеральной прокуратуре и Следственному комитету.Эксперты также обратили внимание, что в данном случае было нарушено обычное правило, когда после отставки руководителя ведомства и до назначения нового его функции исполняет заместитель.",
4408,O O B_ORG O O O O,Теперь в КГБ фактически введено внешнее управление.,
4409,O O O O O O O O O O O B_ORG I_ORG O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O,"Исполнять роль пастыря для заблудшего стада, местоблюстителя в комитете назначен секретарь Совета безопасности Мальцев.Также по теме: Минск по-прежнему нарушает права человекаВозможно, мы никогда не узнаем, какие действительные, непосредственные причины послужили тому, что президент объявил вотум недоверия важнейшему силовому ведомству.",
4410,O O O O O O B_PER O B_ORG O O O O O O O O O O O O O O O O O O O,"Тем не менее, предыдущий опыт взаимоотношений Лукашенко с КГБ позволяет сделать некоторые выводы.В недемократическом государстве роль и политическое влияние силовых структур, спецслужб много большее, чем в демократическом обществе.",
4411,O O O O O O O O O O O O O O O O O O O O,"Они являются центральным государственным институтом, несущей конструкцией правящего режима, важнейшим инструментом удержания власти, подавления всех политических противников и просто несогласных.",
4412,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Спецслужбы получают огромные полномочия, они не связаны никакими законами, только указаниями правителя.Роль силовых структур как опоры авторитарной власти еще более возрастает по мере падения электоральной поддержки правящего режима.",
4413,O O O O O O O O O O O O O O O O O O O O O O,"А именно это мы сейчас наблюдаем в Беларуси.Между силовыми ведомствами все время происходит конкуренция, подковерная борьба за влияние, близость к телу правителя.",
4414,O O O O O B_ORG O O O O O O O O O O O O O O,"Долгое время продолжалось противостояние между МВД и КГБ, оно даже выплескивалось на поверхность в виде различных скандалов, громких уголовных дел.",
4415,O O O O O O B_PER O O O O O O O O O O O O O O,"Но после отставки министра внутренних дел Наумова политический вес милиции в системе власти резко упал, а влияние КГБ, наоборот, существенно возросло.",
4416,O O O O O O O O O O O O O O O O O O O O O O O O O O,"За решеткой оказались некоторые высокопоставленные офицеры МВД, иные бросились в бега.Но резкое возрастание политического веса одной спецслужбы несет потенциальную угрозу, становится опасным для самого главы государства.",
4417,O O O O O O O O O O O O O O O O O O,"Речь идет даже не о вероятности дворцового переворота, хотя этот фактор верховный вождь должен постоянно иметь в виду.",
4418,O O O O O O O O,Просто бесконтрольность и беззаконие порождают безответственность и вседозволенность.,
4419,O O O O O O O O O O O O O O,"Тормоза отключаются, руководители спецслужб на каком-то этапе приходят к убеждению, что им дозволено все.",
4420,O O O O O O O O O O O,"И возникает соблазн стать автономным от верховного правителя, повести свою игру.",
4421,O O O B_ORG O O O,С бывшими руководителями КГБ такие истории случались.,
4422,O O O O O B_PER O O O O O O O B_PER O O O O O O O B_ORG I_ORG O O O O O O O O B_ORG O O B_PER O O O,"Вспомним, как в 2004 году Ерин вступил в контакт с протестовавшей оппозицией, а Сухаренко в 2007 году дал команду избить председателя Комитета госконтроля Ломатя.Читайте также: Психотерапевтический сеанс от ЛукашенкоПоэтому, чтобы держать КГБ под контролем, Лукашенко придерживается нескольких правил.",
4423,O O O O O O B_ORG O O O O O,"Во-первых, нельзя, чтобы на посту председателя КГБ долгое время находился один человек.",
4424,O O O O O O O O O O O,Слишком сильная это фигура вне зависимости от личных амбиций этого руководителя.,
4425,O O O O O O O O O,Никто не задерживался в этом кресле больше пяти лет.,
4426,O O O O O I_PER,Вот пришло время менять и Зайцева.,
4427,O O O O O O O O O O O O O O O O O,"А повод всегда найдется.Во-вторых, мало поменять только председателя КГБ, нужно периодически проводить смену всей верхушки этого ведомства.",
4428,O O O O O B_ORG I_ORG O O O O,Поэтому после каждой отставки главы Комитета госбезопасности там проводилась основательная чистка.,
4429,O O O O O O O O O O O O O O O O O O O B_ORG,"Судя по тому, что введено внешнее управление КГБ, нечто подобное произойдет и сейчас.В-третьих, обратите внимание, как обставляется смена председателя КГБ.",
4430,O O O O O O O O,В других ведомствах назначение нового руководителя происходит просто.,
4431,O O O O O O O O O O O O,"Издается президентский указ, информация о котором доводится до заинтересованных лиц и общественности.",
4432,O O O O O O O O O,Примерно так произошла у нас последний раз смена премьер-министра.,
4433,O O O O B_PER O O O O O O O O O O O O B_ORG O O O O O O O O O O O O O B_PER O O O B_ORG O O O O O O O O O O B_PER,"Например, бывший министр спорта Сиваков недавно рассказал, что узнал о своем смещении из СМИ.А вот отставка председателя КГБ обязательно сопровождается совещанием президента с руководителями силовых структур, как произошло сейчас, или встречей Лукашенко с высшим составом Комитета госбезопасности, как было в прошлые разы после ухода Мацкевича, Ерина, Сухаренко.",
4434,O O O O O O O O O,"Глава государства обязательно объясняется, рассказывает о мотивах своего решения.",
4435,O O O O O O O,Т. е. на всякий случай стелет соломку.,
4436,O O O O O O O B_ORG O O O O O O O,Что лишний раз свидетельствует об особом месте КГБ в нынешней системе власти.И еще важный момент.,
4437,O O O O O O O O O O O O O O O O O B_PER O O O O O O,"Когда в фаворе оказались пограничники (Рачковский, Зайцев), все эксперты в один голос заговорили об усилении политического влияния Виктора Лукашенко, который служил в пограничных войсках.",
4438,O O O O O O O,Теперь оба его протеже оказались в опале.,
4439,O O O O O O O O O O O,"Поэтому выводы о влиятельности старшего сына президента, видимо, оказались сильно преувеличены.",
4440,O O B_PER I_PER O O O O B_ORG O O B_PER O B_ORG I_ORG B_PER O O O O B_ORG I_ORG,"Алмазный магнат Лев Леваев получил новые полномочия в AFI DevelopmentИзраильский бизнесмен Лев Леваев© РИА Новости Игорь КатаевМОСКВА, 23 ноября - РИА Новости.",
4441,O O B_PER O O O O O O O O O O O O O O B_ORG O O O O O O O O O O O O B_LOC O O O O O O O B_ORG O O O O B_ORG I_ORG I_ORG I_ORG,"Алмазный магнат Лев Леваев, который ранее занимал должности неисполнительного директора и председателя совета директоров принадлежащего ему девелопера AFI Development, получил новые полномочия в компании, позволяющие ему теснее общаться с властями Москвы и других регионов РФ, говорится в сообщении AFI Development, размещенном на сайте Лондонской фондовой биржи (LSE).",
4442,O O O O I_PER O O O O O O O O O O,"В нем уточняется, что Леваев назначен на пост председателя совета директоров компании с исполнительными полномочиями.",
4443,O O O O O I_PER O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O,"""В своей новой должности господин Леваев обеспечит стратегическое превосходство и будет вести ключевые переговоры с московскими властями, с властями в регионах, где AFI Development ведет деятельность, и с их контрагентами по сделкам стратегической важности"", - указывается в пресс-релизе.",
4444,O O O O O O O O O O O O O O O O O O O O O O O O,"Теперь Леваеву, как и другим исполнительным топ-менеджерам, полагаются вознаграждения, и, кроме того, он получит право на участие в опционной программе компании, добавляется в сообщении.",
4445,O B_PER O O O O O O O B_ORG I_ORG B_PER O O O O O O O O O O O I_PER O O O O O O O O O O O O,"Назначение Леваева не изменит функций и задач управляющего директора AFI Development Марка Гройсмана, который продолжит заниматься текущей деятельностью компании, в то время как Леваев сосредоточится на переговорах с властями и стратегических сделках, отмечается в материалах компании.",
4446,O B_ORG I_ORG O O O O O O O O O B_ORG I_ORG I_ORG O B_PER B_PER O O O,Компания AFI Development создана в 2001 году для управления российскими активами холдинга Africa Israel Investment бизнесмена Льва Леваева в сфере недвижимости.,
4447,B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O,"AFI Development специализируется на полном девелоперском цикле и реализует высококачественные коммерческие и жилые объекты, включая офисы, торговые центры, отели, многофункциональные и жилые проекты.",
4448,O O O O O O B_ORG I_ORG O O O O O O,"64,88% акций компании находится в собственности Africa Israel Investment, остальное - в свободном обращении.",
4449,O O O O O O O O O O O O O O O O O O O,"Чистая прибыль компании в 2011 году составила 172 миллиона долларов (почти в 7 раз больше, чем в 2010 году).",
4450,O O O O O O O O O O O O O O,"В первом полугодии 2012 года компания зафиксировала чистый убыток в размере 240,64 миллиона долларов.",
4451,O O O,Отставки и назначения,
4452,O B_LOC O O O B_LOC O O O O O O O O O B_PER I_PER O O O O O O O O O O O O O O O O I_LOC O O O O O,"Президент Мексики предложил переименовать странуПрезидент Мексики предложил переименовать странуНакануне своего ухода с поста мексиканский лидер Фелипе Кальдерон предложил изменить официальное название страны: 22 ноября он направил в парламент законопроект, согласно которому словосочетание ""Мексиканские Соединенные Штаты"" предлагается сократить до ""Мексики"".",
4453,O O O O O O O O O O O O O O O I_LOC O O O O O,"Если закон примут, Ф.Кальдерон станет последним президентом страны, носящей нынешнее название.По словам президента, формулировка ""Мексиканские Соединенные Штаты"" была принята в 1824г.",
4454,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O O O O O O O O O I_LOC O O O O O O O O O O O B_LOC O O O B_ORG O B_ORG,"в знак подражания северному соседу, однако сейчас ""Мексика не нуждается в том, чтобы кому-нибудь подражать"".Согласно законам этого государства, чтобы законопроект был принят, его должны одобрить в двух палатах парламента и поддержать большинство законодательных органов в 31 штате страны.По сути, нынешнее официальное название Мексики не востребовано – даже на бумажных банкнотах указано неформальное название, формулировку ""Мексиканские Соединенные Штаты"" можно встретить только на официальных документах.Предложить свой вариант нового названия Мексики можно на странице РБК в Facebook",
4455,O B_LOC O B_LOC O O O O O O B_LOC O B_LOC O O O O O O B_ORG O O O O B_LOC B_PER I_PER O O O O O,"Посол США в Мексике ушел в отставку из-за материалов WikiLeaksПосол США в Мексике ушел в отставку после обнародования сайтом WikiLeaks дипломатических телеграмм, которые президент Мексики Фелипе Кальдерон счел навредившими отношениям двух стран.",
4456,O O O O O O O B_ORG I_ORG O O O O O B_LOC B_PER O I_PER I_PER O O O O O O O O O O O O O O O O B_PER I_PER O O B_LOC I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Об этом в воскресенье, 20 марта, сообщает Agence France-Presse со ссылкой на заявление госсекретаря США Хиллари Клинтон.Карлос Паскуаль (Carlos Pascual), по словам Клинтон, решил покинуть свой пост по личной инициативе, чтобы предотвратить влияние негативной реакции Фелипе Кальдерона на взаимоотношения США и Мексики.В одной из вызвавших раздражение президента телеграмм говорится что военно-морской флот Мексики, поймавший одного из главных наркобаронов Мексики, действовал по той же наводке агентов США, которую ранее проигнорировала мексиканская армия.",
